EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition
176,36,Male,Married,Research & Development,Manager,Human Resources,4,2,15573,25,1,3,4,3,3,3,Non-Travel,Yes,38,3,1,1,4,3,6,Yes
177,29,Male,Married,Human Resources,Human Resources,Human Resources,3,1,7906,16,1,4,4,1,2,4,Travel_Rarely,No,38,11,0,12,9,6,22,No
178,53,Female,Single,Research & Development,Manufacturing Director,Medical,4,5,18960,19,0,3,1,4,3,4,Non-Travel,Yes,21,22,11,9,3,6,20,No
179,59,Female,Divorced,Research & Development,Manufacturing Director,Marketing,4,1,20335,17,0,3,1,1,3,3,Travel_Rarely,Yes,23,0,1,1,0,2,29,No
180,50,Male,Divorced,Research & Development,Healthcare Representative,Other,2,4,6971,24,0,3,4,4,2,4,Non-Travel,Yes,27,5,5,6,1,5,22,No
181,39,Male,Divorced,Sales,Sales Representative,Marketing,4,4,3417,18,1,3,1,1,1,4,Travel_Frequently,Yes,34,2,0,0,9,0,23,Yes
182,50,Male,Single,Research & Development,Healthcare Representative,Technical Degree,1,4,7045,13,1,3,2,3,3,4,Non-Travel,No,34,6,4,2,4,5,29,No
183,18,Female,Single,Human Resources,Manager,Marketing,2,3,31539,14,0,3,4,3,2,2,Travel_Rarely,No,14,35,8,6,1,1,22,No
184,53,Female,Single,Research & Development,Research Scientist,Technical Degree,3,3,13544,13,1,3,3,2,1,1,Non-Travel,No,12,29,10,15,7,2,20,Yes
185,55,Male,Married,Research & Development,Manager,Medical,4,3,17838,24,0,3,3,3,3,3,Travel_Frequently,Yes,28,9,5,4,7,4,4,Yes
186,23,Female,Single,Sales,Manager,Other,1,1,24564,24,1,3,4,3,2,3,Non-Travel,No,37,17,6,1,8,2,18,No
187,48,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,4,3,20880,19,0,3,3,4,2,4,Non-Travel,No,10,9,8,2,7,1,6,Yes
188,60,Male,Single,Research & Development,Manufacturing Director,Marketing,3,2,18129,11,1,3,4,4,3,3,Travel_Frequently,Yes,29,9,0,0,5,0,23,No
189,34,Female,Married,Human Resources,Manager,Life Sciences,5,3,26903,17,3,3,3,3,2,4,Non-Travel,No,22,37,15,15,9,0,17,No
190,28,Female,Single,Research & Development,Research Director,Life Sciences,2,4,17702,23,0,3,1,3,3,3,Travel_Rarely,Yes,37,14,5,13,0,1,2,Yes
191,28,Female,Single,Sales,Manager,Human Resources,4,5,15537,20,1,4,3,4,1,4,Non-Travel,Yes,5,8,3,7,9,3,28,Yes
192,44,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,5,5,12153,12,0,3,1,1,3,2,Travel_Rarely,No,32,38,13,4,9,0,6,Yes
193,56,Female,Single,Research & Development,Manufacturing Director,Human Resources,1,4,20354,19,0,4,4,4,3,3,Travel_Rarely,No,30,2,3,2,9,6,24,No
194,45,Male,Married,Human Resources,Human Resources,Other,1,5,7111,19,0,3,2,3,4,4,Travel_Rarely,No,20,8,6,5,1,1,14,No
195,34,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,4,2,13829,16,1,3,3,4,3,3,Travel_Frequently,No,25,34,4,3,3,3,26,No
196,24,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,1,2,5838,18,3,3,3,1,4,2,Non-Travel,Yes,5,13,9,0,6,3,20,Yes
197,56,Female,Married,Research & Development,Healthcare Representative,Human Resources,3,2,9661,11,2,3,4,4,4,3,Non-Travel,No,2,3,2,1,0,1,3,Yes
198,40,Male,Divorced,Human Resources,Manager,Other,5,5,29188,16,0,3,3,2,2,4,Travel_Rarely,Yes,29,25,12,0,4,1,14,No
199,22,Female,Married,Research & Development,Manufacturing Director,Human Resources,4,2,26214,23,0,3,2,4,4,4,Non-Travel,No,1,32,15,3,4,0,13,No
200,32,Male,Single,Research & Development,Laboratory Technician,Other,3,1,8271,19,3,3,3,3,3,4,Non-Travel,No,17,20,5,6,7,5,7,No
201,34,Male,Married,Sales,Sales Executive,Life Sciences,4,5,10604,11,2,3,2,1,4,3,Non-Travel,Yes,39,13,5,7,9,6,9,No
202,35,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,3,4,16383,24,1,3,2,4,3,4,Travel_Rarely,No,29,25,10,0,0,5,7,No
203,38,Female,Married,Research & Development,Research Scientist,Marketing,3,2,9391,18,0,3,3,4,2,3,Non-Travel,Yes,25,23,8,14,2,4,5,Yes
204,24,Female,Single,Human Resources,Human Resources,Technical Degree,1,2,9807,17,1,4,4,4,3,3,Travel_Frequently,Yes,20,17,15,9,4,4,28,No
205,24,Male,Divorced,Research & Development,Research Director,Marketing,3,5,21277,19,3,3,1,1,4,2,Travel_Frequently,Yes,38,10,3,9,9,5,21,Yes
206,40,Male,Married,Research & Development,Healthcare Representative,Other,2,2,9298,21,2,3,3,3,3,3,Non-Travel,Yes,4,20,2,5,5,1,11,No
207,35,Male,Married,Research & Development,Healthcare Representative,Life Sciences,2,2,13382,21,0,3,3,4,2,2,Travel_Frequently,No,25,38,3,3,1,3,18,No
208,51,Male,Divorced,Sales,Sales Representative,Marketing,4,2,4742,13,1,3,1,1,3,3,Travel_Rarely,No,20,5,6,3,7,6,18,Yes
209,26,Female,Divorced,Human Resources,Manager,Marketing,3,4,19614,19,0,3,2,3,3,3,Non-Travel,No,9,34,9,0,0,4,27,No
210,40,Male,Married,Research & Development,Laboratory Technician,Marketing,5,2,6385,23,0,3,3,3,1,3,Travel_Frequently,No,25,18,7,5,6,6,13,Yes
211,45,Female,Divorced,Sales,Sales Executive,Marketing,4,2,15550,24,0,3,2,1,4,3,Non-Travel,No,28,40,8,15,3,2,1,No
212,19,Male,Divorced,Sales,Manager,Medical,1,4,23771,14,0,3,4,4,2,4,Travel_Rarely,No,29,11,11,12,0,2,3,No
213,21,Male,Single,Research & Development,Laboratory Technician,Technical Degree,1,1,7364,23,1,3,4,4,1,2,Travel_Frequently,Yes,2,17,6,14,1,4,22,No
214,42,Female,Single,Human Resources,Manager,Medical,3,1,19409,24,1,4,4,2,2,3,Non-Travel,Yes,0,19,5,8,9,0,13,Yes
215,20,Male,Single,Research & Development,Research Scientist,Technical Degree,1,5,14462,16,3,4,4,3,3,1,Non-Travel,No,9,37,17,3,2,3,8,No
216,59,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,4,17391,19,0,3,4,2,3,2,Travel_Rarely,No,22,22,10,14,4,6,27,No
217,28,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,4,2,14716,25,0,4,3,4,3,2,Travel_Frequently,No,4,4,5,4,6,1,17,No
218,27,Male,Single,Research & Development,Manufacturing Director,Medical,2,1,26138,14,0,3,2,1,3,3,Travel_Frequently,Yes,24,39,15,8,0,2,8,Yes
219,18,Female,Married,Research & Development,Research Scientist,Technical Degree,3,1,9404,24,1,3,3,4,4,4,Travel_Rarely,Yes,4,13,3,8,1,0,24,No
220,30,Female,Single,Sales,Sales Representative,Human Resources,3,4,6560,22,1,4,3,2,2,2,Non-Travel,No,25,12,8,5,2,4,20,No
221,38,Male,Married,Research & Development,Healthcare Representative,Medical,5,5,15702,14,0,3,4,4,3,3,Travel_Frequently,No,28,35,14,12,0,5,2,No
222,51,Male,Single,Human Resources,Human Resources,Other,3,5,6893,19,1,4,4,2,3,1,Travel_Frequently,Yes,22,8,2,2,4,2,29,No
223,34,Female,Divorced,Research & Development,Laboratory Technician,Medical,4,5,6424,24,3,3,1,3,3,4,Travel_Rarely,Yes,36,19,12,2,0,6,11,No
224,44,Female,Divorced,Research & Development,Research Director,Life Sciences,3,5,17812,11,0,3,4,3,2,4,Non-Travel,Yes,9,7,0,6,7,6,20,No
225,32,Female,Married,Research & Development,Research Scientist,Human Resources,4,3,10618,12,0,3,2,4,3,4,Travel_Rarely,Yes,30,27,17,6,7,3,21,No
226,57,Male,Married,Research & Development,Manufacturing Director,Marketing,3,2,19661,16,0,3,2,4,1,2,Travel_Frequently,Yes,22,33,14,4,7,0,27,Yes
227,41,Female,Divorced,Sales,Manager,Medical,3,1,26955,16,1,3,4,3,4,1,Travel_Rarely,Yes,13,9,8,3,3,4,17,No
228,48,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,1,3,22427,13,0,3,4,4,2,3,Non-Travel,Yes,29,39,0,2,6,5,9,No
229,41,Male,Married,Research & Development,Manager,Other,1,3,25323,18,2,3,1,2,4,3,Non-Travel,Yes,29,6,0,0,3,4,10,No
230,28,Female,Married,Research & Development,Research Director,Marketing,1,3,19773,25,0,4,2,4,3,4,Non-Travel,Yes,17,1,0,0,5,3,22,No
231,42,Male,Divorced,Sales,Manager,Technical Degree,3,5,29483,16,0,3,4,3,3,3,Non-Travel,Yes,12,33,4,9,8,1,14,No
232,59,Female,Divorced,Human Resources,Human Resources,Medical,1,3,12271,25,3,4,4,3,3,4,Non-Travel,Yes,40,36,8,4,3,0,5,Yes
233,57,Male,Single,Sales,Manager,Other,4,2,23505,19,2,3,3,3,3,2,Non-Travel,Yes,24,17,15,15,2,1,7,No
234,18,Female,Single,Sales,Sales Representative,Technical Degree,5,4,6758,22,0,3,4,2,2,3,Non-Travel,Yes,2,17,12,10,6,4,24,Yes
235,51,Male,Single,Research & Development,Manufacturing Director,Technical Degree,5,1,12950,14,0,3,3,3,3,4,Travel_Rarely,No,29,2,1,3,4,4,2,No
236,47,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,2,4,9733,20,2,4,1,4,3,2,Travel_Rarely,Yes,20,28,5,3,1,0,23,No
237,23,Male,Divorced,Research & Development,Healthcare Representative,Medical,3,5,13324,24,1,3,4,4,3,2,Non-Travel,Yes,3,33,13,9,4,5,25,No
238,58,Male,Single,Human Resources,Manager,Technical Degree,5,1,15260,20,2,3,1,3,2,3,Travel_Rarely,No,26,11,7,1,9,4,1,Yes
239,35,Female,Single,Sales,Manager,Life Sciences,2,1,28779,21,1,3,3,3,4,2,Travel_Rarely,Yes,6,39,13,5,2,5,10,Yes
240,56,Male,Divorced,Research & Development,Manager,Marketing,3,3,22208,25,0,3,4,3,2,3,Travel_Frequently,No,18,36,15,4,1,5,28,No
241,44,Female,Single,Sales,Manager,Other,3,4,31340,20,2,3,2,3,2,3,Travel_Rarely,Yes,8,33,18,15,8,5,21,Yes
242,57,Female,Single,Research & Development,Laboratory Technician,Other,2,5,7489,17,0,3,4,3,4,3,Travel_Rarely,Yes,0,14,6,9,4,6,3,No
243,53,Female,Married,Research & Development,Manufacturing Director,Life Sciences,2,2,24106,16,2,4,4,3,2,3,Travel_Frequently,No,2,20,4,15,2,5,15,No
244,39,Female,Single,Research & Development,Manufacturing Director,Human Resources,5,1,20186,14,1,3,4,4,3,4,Non-Travel,No,4,29,4,8,0,2,13,No
245,54,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,2,10037,16,1,4,3,2,3,3,Travel_Frequently,No,7,38,11,1,3,0,15,No
246,50,Male,Divorced,Research & Development,Research Director,Life Sciences,5,2,24939,14,1,3,2,4,4,3,Non-Travel,No,0,9,4,0,9,6,3,No
247,24,Male,Divorced,Research & Development,Research Scientist,Medical,2,3,12491,15,1,3,4,3,3,3,Travel_Rarely,No,10,33,8,3,0,4,18,No
248,52,Male,Married,Research & Development,Laboratory Technician,Marketing,5,4,9119,11,0,3,3,3,2,2,Non-Travel,Yes,3,22,2,13,6,1,23,Yes
249,58,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,5,2,26218,12,2,4,3,3,3,3,Travel_Rarely,Yes,29,28,15,7,3,1,28,No
250,41,Male,Married,Research & Development,Healthcare Representative,Life Sciences,3,4,14728,18,2,3,2,3,4,3,Travel_Frequently,No,32,25,3,12,1,2,18,No
251,52,Male,Single,Research & Development,Healthcare Representative,Marketing,2,5,12595,17,2,3,3,4,3,3,Non-Travel,Yes,15,29,5,2,9,6,16,No
252,47,Male,Married,Sales,Manager,Human Resources,4,3,21659,18,1,3,3,2,4,2,Travel_Rarely,No,37,20,0,4,2,3,18,No
253,54,Female,Married,Sales,Manager,Other,3,1,29201,20,0,4,2,3,3,2,Travel_Frequently,No,18,28,1,11,8,0,1,No
254,25,Female,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,4,10513,19,0,3,4,2,2,3,Non-Travel,No,23,18,13,4,4,6,22,No
255,22,Female,Married,Sales,Sales Executive,Technical Degree,4,5,5901,25,0,3,1,3,4,3,Non-Travel,Yes,28,1,1,1,3,1,14,Yes
256,49,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,3,1,19346,20,1,3,4,2,2,4,Non-Travel,No,17,15,14,2,8,4,3,Yes
257,60,Male,Married,Sales,Manager,Life Sciences,4,4,25485,19,3,3,3,3,3,3,Non-Travel,Yes,18,4,2,1,0,5,20,No
258,54,Male,Divorced,Research & Development,Manager,Other,5,1,24824,15,1,3,1,1,3,4,Travel_Rarely,Yes,16,16,4,8,4,6,9,No
259,56,Male,Married,Sales,Sales Executive,Other,2,4,9854,13,2,4,4,3,3,2,Non-Travel,No,9,11,9,2,7,6,14,No
260,60,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,1,2,8233,18,0,3,4,4,2,4,Non-Travel,No,34,28,7,12,6,3,9,Yes
261,18,Male,Married,Sales,Sales Representative,Marketing,4,5,7233,25,1,3,4,2,3,4,Non-Travel,Yes,16,18,18,12,7,6,22,Yes
262,55,Female,Married,Research & Development,Manager,Life Sciences,4,1,27773,19,0,3,3,2,3,3,Travel_Rarely,Yes,12,12,0,0,9,0,2,No
263,56,Female,Divorced,Human Resources,Human Resources,Other,5,2,11847,25,0,3,1,2,4,4,Travel_Rarely,Yes,4,40,14,8,6,5,29,No
264,34,Male,Married,Research & Development,Healthcare Representative,Marketing,2,4,9971,12,1,4,4,3,2,2,Travel_Rarely,No,31,10,1,2,8,6,14,No
265,24,Male,Single,Sales,Manager,Technical Degree,2,1,29536,25,0,3,4,2,2,3,Travel_Rarely,No,25,28,18,0,8,5,25,No
266,43,Female,Married,Research & Development,Research Director,Marketing,3,3,21689,17,0,4,3,3,1,3,Non-Travel,Yes,21,4,0,3,4,5,7,No
267,42,Female,Divorced,Sales,Sales Executive,Technical Degree,2,2,10672,11,0,3,2,3,3,3,Travel_Rarely,No,4,12,12,8,4,3,18,No
268,19,Female,Single,Human Resources,Manager,Other,5,4,22106,21,2,3,2,4,3,2,Non-Travel,No,4,2,0,1,7,5,1,Yes
269,20,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,4,5,17274,13,2,3,4,4,2,2,Travel_Rarely,Yes,38,15,7,2,3,3,11,No
270,43,Female,Single,Research & Development,Manager,Life Sciences,5,2,20493,16,0,3,1,4,3,2,Non-Travel,No,23,20,17,5,7,1,19,No
271,58,Female,Single,Sales,Sales Executive,Other,5,3,16620,17,1,3,3,3,2,2,Travel_Frequently,Yes,9,39,8,14,6,1,6,Yes
272,56,Male,Divorced,Research & Development,Research Scientist,Medical,2,1,9666,19,3,3,4,4,3,4,Travel_Rarely,No,32,11,3,7,3,2,2,No
273,48,Male,Single,Sales,Sales Executive,Marketing,5,4,15301,11,0,3,2,3,3,2,Travel_Rarely,No,1,31,15,3,1,1,24,No
274,38,Male,Single,Research & Development,Manufacturing Director,Other,4,2,25289,17,2,3,2,3,3,1,Travel_Frequently,Yes,27,26,4,6,9,3,6,Yes
275,47,Male,Married,Research & Development,Laboratory Technician,Marketing,2,1,6027,24,1,3,3,4,4,2,Travel_Rarely,Yes,18,12,9,2,9,1,19,Yes
276,23,Male,Divorced,Human Resources,Human Resources,Other,4,2,10267,14,0,3,4,4,3,3,Travel_Rarely,No,9,26,18,0,6,0,2,No
277,45,Male,Single,Human Resources,Human Resources,Life Sciences,4,2,12669,13,0,3,3,4,4,1,Non-Travel,No,19,33,5,14,9,5,19,No
278,47,Male,Divorced,Sales,Sales Representative,Other,1,4,5312,25,1,3,4,2,3,4,Travel_Frequently,No,39,8,8,9,3,6,22,No
279,21,Female,Single,Sales,Sales Representative,Marketing,3,2,10229,21,1,3,4,4,3,2,Travel_Rarely,No,21,32,7,3,7,5,25,Yes
280,31,Male,Divorced,Research & Development,Manager,Marketing,4,4,25696,19,1,3,2,4,4,4,Non-Travel,No,34,14,9,14,9,2,26,No
281,22,Female,Married,Research & Development,Manager,Life Sciences,2,3,26497,12,1,3,4,4,3,3,Travel_Rarely,Yes,40,12,0,4,6,5,18,No
282,40,Female,Single,Human Resources,Manager,Human Resources,3,4,22259,20,0,3,3,3,3,3,Travel_Frequently,Yes,33,26,17,14,7,2,19,Yes
283,28,Male,Single,Sales,Sales Representative,Medical,5,2,6295,22,1,3,2,2,3,4,Travel_Frequently,Yes,9,16,5,7,1,0,11,Yes
284,34,Male,Divorced,Research & Development,Research Director,Technical Degree,5,2,17727,19,0,4,2,3,3,3,Travel_Rarely,No,9,23,14,10,2,0,24,No
285,39,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,3,1,20171,22,1,3,3,3,2,2,Non-Travel,Yes,1,18,12,7,7,2,3,No
286,59,Female,Single,Research & Development,Manufacturing Director,Other,1,5,13277,17,0,3,3,3,2,4,Travel_Frequently,Yes,23,12,6,2,6,2,13,Yes
287,40,Male,Single,Research & Development,Healthcare Representative,Technical Degree,4,3,12094,13,2,4,2,3,3,4,Non-Travel,Yes,8,22,18,2,2,1,10,No
288,39,Female,Single,Research & Development,Manufacturing Director,Technical Degree,2,5,16997,18,1,3,4,2,3,2,Travel_Frequently,Yes,24,4,2,4,7,0,27,No
289,37,Female,Single,Research & Development,Manufacturing Director,Other,4,1,19708,21,1,3,3,2,3,4,Travel_Rarely,Yes,15,31,0,3,4,3,3,Yes
290,55,Female,Divorced,Research & Development,Healthcare Representative,Marketing,5,5,14351,11,2,3,3,1,4,3,Non-Travel,No,8,30,11,5,0,2,12,No
291,21,Male,Divorced,Research & Development,Healthcare Representative,Life Sciences,5,2,9010,19,0,3,2,4,3,4,Travel_Rarely,Yes,17,18,11,3,8,4,12,No
292,26,Male,Married,Research & Development,Research Scientist,Medical,2,5,10879,20,1,4,2,4,4,4,Travel_Frequently,Yes,7,33,13,14,1,0,27,Yes
293,48,Male,Divorced,Sales,Sales Executive,Other,1,2,13285,13,2,3,2,2,3,2,Travel_Frequently,No,8,22,2,13,1,0,1,Yes
294,20,Female,Divorced,Research & Development,Research Director,Life Sciences,1,3,18722,21,0,3,1,2,4,3,Non-Travel,Yes,37,12,3,2,5,0,3,No
295,35,Male,Divorced,Sales,Manager,Human Resources,1,5,21770,14,1,4,2,2,2,4,Non-Travel,Yes,0,37,3,6,8,6,23,No
296,55,Male,Married,Research & Development,Manager,Technical Degree,1,3,21608,12,1,3,3,3,4,3,Travel_Rarely,No,18,11,8,11,0,0,11,No
297,36,Female,Single,Research & Development,Research Director,Medical,1,4,27039,21,0,3,3,3,3,4,Travel_Frequently,No,25,29,14,2,1,1,13,No
298,24,Female,Single,Research & Development,Manufacturing Director,Other,4,3,14766,23,1,3,1,2,4,4,Travel_Frequently,No,25,10,5,7,9,3,16,Yes
299,47,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,1,5094,13,0,3,1,2,3,3,Travel_Rarely,Yes,6,6,1,7,7,1,10,Yes
300,50,Male,Divorced,Research & Development,Research Director,Technical Degree,1,4,16224,18,0,3,3,3,4,1,Non-Travel,Yes,35,16,9,5,7,3,5,No
301,49,Female,Divorced,Research & Development,Research Director,Human Resources,1,4,14020,15,1,4,3,3,3,3,Non-Travel,No,18,7,5,0,0,4,2,No
302,40,Female,Married,Sales,Sales Representative,Technical Degree,3,1,10845,21,0,3,1,3,4,2,Travel_Frequently,Yes,4,37,9,3,5,1,1,Yes
303,47,Female,Single,Research & Development,Research Scientist,Technical Degree,5,4,11755,16,1,3,3,1,4,4,Travel_Frequently,No,21,27,15,10,2,4,10,No
304,30,Male,Divorced,Research & Development,Research Director,Human Resources,4,2,25849,20,1,3,3,4,4,2,Travel_Rarely,Yes,21,31,8,2,9,6,17,No
305,40,Male,Married,Research & Development,Laboratory Technician,Human Resources,5,4,4942,21,2,3,3,1,3,4,Travel_Frequently,No,11,4,4,3,3,5,27,No
306,35,Male,Divorced,Research & Development,Research Director,Medical,2,2,31710,22,1,3,3,3,3,3,Travel_Frequently,Yes,4,40,6,13,4,6,10,No
307,56,Male,Single,Research & Development,Healthcare Representative,Technical Degree,5,4,10960,17,1,3,3,2,2,2,Travel_Rarely,Yes,16,15,8,5,0,5,16,No
308,23,Female,Married,Research & Development,Research Scientist,Medical,2,1,9457,20,1,4,3,3,4,4,Travel_Frequently,Yes,33,20,8,15,1,1,20,No
309,39,Male,Single,Sales,Sales Representative,Medical,3,4,11439,17,0,3,4,3,4,3,Non-Travel,No,7,37,10,13,7,5,8,Yes
310,41,Female,Divorced,Human Resources,Human Resources,Life Sciences,2,3,10289,19,0,3,4,4,4,4,Travel_Rarely,Yes,7,30,17,7,7,3,1,No
311,34,Male,Married,Human Resources,Manager,Technical Degree,3,4,22146,23,0,4,1,4,4,4,Travel_Rarely,Yes,30,19,13,10,6,6,4,No
312,34,Male,Divorced,Research & Development,Manager,Life Sciences,2,4,20150,23,1,3,1,2,3,3,Non-Travel,No,36,32,2,3,2,1,17,No
313,26,Male,Married,Research & Development,Manager,Medical,5,3,20673,23,0,3,3,3,4,3,Travel_Frequently,No,24,38,18,7,0,0,18,No
314,32,Male,Single,Research & Development,Manager,Marketing,2,1,26023,16,0,3,4,1,2,3,Non-Travel,Yes,29,5,6,5,7,0,8,No
315,35,Male,Single,Research & Development,Laboratory Technician,Other,2,4,8006,13,0,3,4,2,3,3,Travel_Frequently,Yes,39,18,14,7,5,4,22,No
316,18,Female,Married,Research & Development,Research Scientist,Other,5,3,12995,12,0,3,1,3,3,2,Non-Travel,Yes,22,30,1,0,4,4,20,No
317,60,Male,Divorced,Research & Development,Research Director,Marketing,4,2,21507,12,0,3,1,2,4,2,Travel_Rarely,Yes,2,23,4,15,4,5,12,Yes
318,34,Male,Married,Human Resources,Manager,Technical Degree,2,5,22759,24,3,3,4,3,4,2,Non-Travel,No,3,39,7,5,0,3,9,No
319,45,Male,Married,Sales,Sales Representative,Technical Degree,4,1,4001,24,1,3,4,3,4,2,Travel_Rarely,No,18,7,2,2,8,6,9,No
320,55,Male,Divorced,Research & Development,Manager,Technical Degree,1,3,18540,11,0,4,3,2,4,3,Non-Travel,Yes,6,13,13,5,2,0,3,No
321,60,Male,Divorced,Research & Development,Manager,Human Resources,4,3,25752,22,3,4,3,4,4,2,Non-Travel,Yes,3,30,9,10,0,5,3,No
322,42,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,2,19003,12,0,3,3,4,2,4,Travel_Frequently,Yes,38,5,1,2,1,6,12,No
323,46,Female,Single,Research & Development,Research Director,Technical Degree,4,1,24722,11,1,4,3,3,3,3,Travel_Frequently,No,9,24,15,2,4,3,14,No
324,37,Male,Single,Sales,Sales Representative,Life Sciences,1,5,4679,12,1,3,4,3,3,4,Travel_Frequently,No,16,9,5,4,9,0,25,Yes
325,60,Female,Single,Research & Development,Research Scientist,Marketing,5,4,13863,23,1,3,2,2,2,4,Travel_Frequently,Yes,11,29,6,5,1,5,20,Yes
326,24,Male,Single,Sales,Manager,Technical Degree,5,4,27558,15,1,4,3,3,1,4,Travel_Rarely,Yes,25,27,9,2,2,1,1,No
327,30,Female,Single,Sales,Sales Executive,Human Resources,2,1,7777,15,2,3,2,3,3,2,Non-Travel,No,9,1,2,2,7,3,16,No
328,55,Female,Single,Sales,Sales Representative,Other,4,4,6626,24,1,3,2,4,3,4,Travel_Frequently,No,2,15,15,12,7,4,19,Yes
329,49,Male,Divorced,Research & Development,Manager,Other,4,4,20899,12,1,4,4,3,3,4,Travel_Frequently,No,1,14,5,9,3,3,12,No
330,32,Male,Divorced,Research & Development,Manufacturing Director,Other,4,4,20501,24,3,3,4,3,3,3,Non-Travel,No,10,37,6,9,1,5,16,No
331,28,Male,Married,Sales,Sales Executive,Life Sciences,3,3,14210,16,1,3,3,4,4,3,Travel_Frequently,Yes,4,38,10,13,1,4,8,Yes
332,49,Female,Divorced,Sales,Sales Executive,Human Resources,5,1,11769,22,0,4,4,4,4,4,Travel_Rarely,No,7,16,3,3,8,0,17,No
333,25,Male,Divorced,Sales,Manager,Life Sciences,2,3,15533,16,2,3,4,2,2,4,Travel_Frequently,No,0,13,3,13,7,2,10,No
334,35,Female,Divorced,Research & Development,Research Scientist,Technical Degree,2,2,9203,23,0,4,4,4,3,4,Non-Travel,Yes,33,23,11,0,7,1,25,Yes
335,22,Male,Married,Sales,Manager,Other,2,5,14336,11,3,4,2,4,3,4,Travel_Rarely,Yes,18,5,3,3,8,6,10,No
336,40,Male,Single,Research & Development,Healthcare Representative,Human Resources,5,5,5463,21,0,3,4,4,4,3,Non-Travel,No,12,0,1,0,0,4,11,No
337,26,Female,Divorced,Research & Development,Manager,Medical,1,1,30257,25,2,3,4,2,2,4,Travel_Rarely,No,27,33,16,3,0,6,12,No
338,40,Male,Married,Sales,Manager,Marketing,2,5,23121,20,1,4,1,3,3,4,Travel_Rarely,No,14,7,5,4,4,5,26,No
339,26,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,2,4,20278,24,0,3,3,3,2,2,Travel_Frequently,Yes,13,24,14,2,5,5,17,No
340,51,Female,Married,Research & Development,Manufacturing Director,Other,4,2,16527,13,1,3,4,3,3,4,Non-Travel,No,32,25,16,3,3,3,16,No
341,53,Male,Single,Sales,Sales Executive,Human Resources,2,1,11871,16,0,3,4,2,2,1,Travel_Frequently,Yes,9,23,4,13,0,2,29,Yes
342,49,Male,Married,Sales,Sales Executive,Marketing,4,4,7183,24,1,3,1,4,3,3,Travel_Rarely,No,29,0,1,1,2,6,24,No
343,60,Female,Married,Research & Development,Manufacturing Director,Other,3,1,20118,24,0,3,3,3,2,4,Travel_Frequently,Yes,19,39,17,3,8,0,7,No
344,54,Male,Single,Human Resources,Human Resources,Medical,2,5,11439,18,0,3,2,3,3,3,Travel_Rarely,Yes,31,33,0,10,6,1,14,No
